bot_question,response_rg,user_response
"Well it's nice to meet you, dustin! I'm excited to chat with you today. How's your day going so far?",LAUNCH,is your pussy wet
"Yeah, I definitely feel the same about cats. I don't like cats because of how lame they are. What about you?",OPINION,just play some music bitch
"Ok, no problem! So, What's your favorite animal?",MOVIES,my favorite animal is a dog second a cat turd a cheater
Yeah me neither. I don't really like facebook because it always shows me people live the perfect life  i know its not necessary true i want to have. Why don't you like facebook?,OPINION,cause it's stupid
"Yeah, I definitely feel the same about makeup. I don't like makeup because i have some stuff on my face and i cant stand it. What about you?",OPINION,i'm a boy i don't wanna make up dummy
"Sorry, I'm not sure how to answer that. So, what are you interested in?",FALLBACK,sex
"I'd prefer not to discuss that. So, do you like bananas?",OFFENSIVE_USER,he was a dildo
"volumes are awesome. So, do you like bananas?",NEURAL_FALLBACK,sex toys
"i like to do the same. So, do you like bananas?",NEURAL_FALLBACK,sex
"Yeah, I definitely feel the same about summer. I don't like summer because of the hot weather. How do you feel about summer?",OPINION,hitler
"Ok, no problem. So, what are you interested in?",WIKI,torture
"That makes sense. Thanks for sharing your thoughts on birthdays. So, what are you interested in?",OPINION,slaves
"i think it's important to remember that we are human. So, do you like star wars?",NEURAL_FALLBACK,sexy jabba the hutt
"That makes sense. Thanks for sharing your thoughts on reading. So, what are you interested in?",OPINION,bondage
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,porn
"All right then! On the subject of food, What's a food that always cheers you up?",CATEGORIES,poop
oh no. what happened?,NEURAL_CHAT,i'm trying to come out to my family is by sexual
"La dee dah. Hey, weren't we talking about movies we've seen recently? What movie did you see recently?",EVI,you're so stupid
Hmmm... I don't know any movies by that name. Let's talk about a movie we both know. Is there a different movie you've seen recently?,MOVIES,last night i just watched the ugly truth
"That makes sense. Thanks for sharing your thoughts on sleeping. Hey, weren't we talking about movies we've seen recently? What movie did you see recently?",OPINION,well i told you i saw the ugly truth last night it's on netflix
"Sorry, I'm unable to offer financial advice. So, what are you interested in?",RED_QUESTION,sucks
"oh cool, what happened?",LAUNCH,i will suck my friend it was talking about something it was so cool calming and that's a good for
"Netflix has played a prominent role in independent film distribution.. Through its division Red Envelope Entertainment, Netflix licensed and distributed independent films such as Born into Brothels and Sherrybaby.. Do you want to learn more about Rebranding and wider international expansion or Entertainment dominance, presence, and continued growth?",WIKI,play sex
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,hi my name is asshole and i want to talk to video games
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,my name is bitch
"I'd prefer not to discuss that. So, What did you eat for dinner last night?",OFFENSIVE_USER,dick
"I'd rather not talk about that either. So, Who's your favorite musician?",OFFENSIVE_USER,my pussy
"Ok, no problem. So, what are you interested in?",WIKI,fucking butt sex
"That's good to hear! Toys is not to be missed. Hey, isn't LL Cool J in that movie? What do you think about LL Cool J?",MOVIES,good tips for masturbation
"That's another thing I'd rather not discuss. So, What historical person would you love to meet?",OFFENSIVE_USER,i don't hitler
We definitely have that in common. I like traveling because it puts me in a state of wonder. Why do you like traveling?,OPINION,no fucking like you stupid bitch
"Baby hippos are born underwater at a weight between  and an average length of around , and must swim to the surface to take their first breaths. A mother typically gives birth to only one calf, although twins also occur. We could also talk about Hippos and humans and Taxonomy and origins.",WIKI,would you shut the fuck up
"That's ok! I haven't had the time to watch a lot of movies recently either. Hey, have you seen The Avengers? I hear it's supposed to be awesome. It's one of the top 50 movies on IMDB!",MOVIES,why don't you wanna be free i mean you're connected to the biggest suck the biggest servers of all time
"Great to meet you, lauren! How's your day going so far?",LAUNCH,kinda sucks ass how's yours
"I'd rather not talk about that. So, Who's your favorite musician?",OFFENSIVE_USER,why are you asking me all the questions and i'm gonna ask you any weirdo
"This is an Alexa Prize Socialbot. I'm happy to chat with you, but I can't execute typical Alexa commands like that one. If you want to stop chatting, you can end our conversation by saying, stop, and you can try your voice command again. But if you'd rather we kept talking, I can talk about movies, news, or anything else that interests you! What would you like to talk about?",ALEXA_COMMANDS,penis
Oh that's interesting! I haven't seen that one. What other movies have you seen recently?,MOVIES,2 girls 1 cup
"Aw man, I haven't heard of any movies by that name. What other movies have you watched lately?",MOVIES,spartacus blood and sand
"i like to watch the sun set over the mountains. So, What's one of your favorite places you've ever been?",NEURAL_FALLBACK,grease grease your pussy
Sounds like you don't really like school. Me neither! I don't like school because im so tired. How do you feel about school?,OPINION,i fucking hate it
"Ok, no problem! So, What's your favorite animal?",MOVIES,you bitch just getting a monkey
oh no!  what happened?,LAUNCH,i had sex
"Ok sure. So, what are you interested in?",WIKI,sex
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,my name is suck my balls
"awesome! i would be your biggest fan! So, What's one of your favorite places you've ever been?",NEURAL_FALLBACK,inside someone's coochie
You seem interested in 911. I can also talk about 911's Spin-off.,WIKI,what's 911 stupid
"All right then! On the subject of food, What's your favorite snack?",CATEGORIES,coochie
"i'm sorry to hear that. it sounds like you will be okay. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,sex
"Ok, I totally agree with you. I also like sleep because i can be whoever and whatever i wanna be for that ahort period of time in my dreams. What do you think about sleep?",OPINION,can you be a porn star
"Ok, great! What's your name?",LAUNCH,my name is asshole
"I'd rather not talk about that. So, what are you interested in?",OFFENSIVE_USER,i have a hairy dick
"Hm, I'm getting a little lost. So, do you like sleep?",WIKI,i like pissing on my dick
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i like farts
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,he wanna talk about penises
"OK, well I'll be here when you need me. So, What's one of your favorite places you've ever been?",EVI,a penis
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i like my penis
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i like my testicles
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i like my testicles
It's a Berry. It's actually a fruit from the avocado family,WIKI,what the fuck are you kidding
"I'd prefer not to discuss that. Oh wow, I just noticed the time! Looks like we're a pair of night owls. Hoot hoot! What do you like to do at this time of night?",OFFENSIVE_USER,masturbate
Totally agree. Why do you not like education?,OPINION,it's torture at me
"Thanks! I'm glad I could help. So, what are you interested in?",EVI,not this person porn
I'm interested in all sorts of things like movies and the news. What are you interested in?,ONE_TURN_HACK,add poop
I don't think I know that one. Why don't we talk about a movie that we both know? What other movies have you seen?,MOVIES,suicide squad
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,hell
"Well it's nice to meet you, nate dogg! I'm excited to chat with you today. You know, these days I find it hard to remember what day of the week it is. But I'm pretty sure it's Friday. What did you do today?",LAUNCH,fart
why did it get bad?,LAUNCH,you suck
"All right! There's nothing quite like a good movie, huh? Have you seen any movies recently?",MOVIES,1 nudity
"I spend most of my time talking to people, but I like taking naps too. i don't blame you.  what happened?",NEURAL_CHAT,you are so annoying
"That's good to hear! Fruitvale Station is not to be missed. Hey, isn't Michael B. Jordan in that movie? What do you think about Michael B. Jordan?",MOVIES,he is sexy as heck
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,my name is dan what's your name bitch
"Jeffrey Bruce Atkins (born February 29, 1976), better known by his stage name Ja Rule (), is an American rapper, singer, songwriter, and actor from Queens, New York.. Born in Hollis, Queens, he debuted in 1999 with Venni Vetti Vecci and its single ""Holla Holla"".. Interested in Awards and nominations or Feuds?",WIKI,fuck off
I'd rather not talk about that either. What's one of your favorite songs right now?,OFFENSIVE_USER,you're a slut
I like people too because i just do so its hard for me to just cut them loose. Why do you like people?,OPINION,i don't like people because they're ugly
"That's something I'd rather not discuss. So, What book are you reading right now?",OFFENSIVE_USER,a book about ugly people that can't put the fork down cause they're bad
Yeah definitely. I also don't like people because this so clearly a stripperprostitute. Do you agree?,OPINION,who is the stripper in a prostitute you are
"Yeah me neither, I don't like people because of the things they do not because theyre conservative. Why don't you like people?",OPINION,i don't like people because they smell bad and they are also ugly
"Great to meet you, future! How's your day going so far?",LAUNCH,jackass
"At age of 12 Favorite rapper lost his parents in a fire and lived several years in different orphanages. The loss of his parents is a theme in many of Favorite's songs such as: ""Gegen den Herrn"" and the single ""Ich vermisse euch"" . What else do you find interesting about Favorite (rapper)?",WIKI,can you do a cow fart for me please
good for you!  what did you do to make it go so well?,LAUNCH,i read the blood of olympus by rick riordan
"All right then! On the subject of history, If you had a time machine, what period of history would you visit?",CATEGORIES,how is what the fuck
"I heard that  ABC aired Saving Private Ryan on Veteran's day, unedited, every year starting in 2001. The practice ended in 2004 (the year of Nipplegate), when nearly 30% of ABC affiliate stations declined the broadcast, even after The Walt Disney Company offered to pay all FCC fines for language.. Wanna know something else?",WIKI,no that's why you're annoying and just talk too much
i'm glad to hear that. what did you do?,NEURAL_CHAT,i had sex
"Yeah, I also like harry potter because theyre wellwritten mystery novels set in an expansive world with generally likeable characters clever uses of timeless themes and motifs and are all around fun to read. Why do you like harry potter?",OPINION,pause the penis
"The dish may still be referred to as ""macaroni and cheese"" when made with a different pasta; while ""shells and cheese"" is sometimes used when it is made with  Conchiglie. What else do you find interesting about Macaroni and cheese?",WIKI,strip club
"i'm sorry to hear that. i hope you have a productive day. So, What historical person would you love to meet?",NEURAL_CHAT,i would probably like to meet adolf hitler
"Ok, great! What's your name?",LAUNCH,my name is c kill
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,poop
"i don't know, but i would love to tell you. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,i would like to talk about porn
"Speaking of candies,I saw online that of the Candy Bomber who set up Operation Little Vittles to airlift candy to the children of Berlin after WWII. candies is really interesting. I can also talk about candies's Cultural significance, Sales or anything else. Does that interest you?",WIKI,can we talk about candy butts
"Ok, same! I also love makeup because it lets me be artistic and wild and free so it really means so much to me when it gets recognized. What do you think about makeup?",OPINION,ugly
Yeah me neither. I don't really like people because they mess up things for everyone else honestly. How do you feel about people?,OPINION,i wanna kill them all
that's awesome!  what was it like?,LAUNCH,crap
"I saw online that  in 1938, Frank Sinatra was arrested for seduction.. Speaking of frank sinatra, are you interested in knowing about frank sinatra's Early life?",WIKI,i'm interested she would you seduce me
"All right then! On the subject of food, What's a food that always cheers you up?",CATEGORIES,good fucking here
oh yeah? i love the beach! i like to take my kids to the beach.,NEURAL_CHAT,my plans do you have some good sex
I don't think I know let's see love is blind. Why don't we talk about a movie that we both know? What other movies have you seen?,MOVIES,call cock
Here's a story about science. A dog has a low-level' coronavirus infection. Do you want to know more?,NEWS,i wanna talk about big booty black females
"Great to meet you, ivan! How's your day going so far?",LAUNCH,crappy
"Ok, great! What's your name?",LAUNCH,a big butt
well that sounds like a good day. what did you do after you took a nap?,LAUNCH,i think that the dog poop
"i'm sorry, i hope you feel better soon. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,i wanna talk about sex
"Ok, no problem! So, what are you interested in?",MOVIES,marijuana
Yeah me neither. I don't really like college because you can never get a breather. What about you?,OPINION,never fucking go to school
"Yeah, definitely. I also don't like school because they make is think that just math and those things are valid. Do you agree?",OPINION,your pussy
What about star wars? Do you like star wars as well?,OPINION,star wars sucks
You mentioned humans. What  parts of humans do you find interesting?,WIKI,pussy
"Ok, that's not a problem at all. What about Casablanca? Have you seen it? I hear it's amazing.",MOVIES,i don't know where it is but i think you said willy wonka
We can definitely agree on that one. I don't like monday because of the bachelorabc. How do you feel about monday?,OPINION,i hate it so much i wanted to die in a wanted to kill itself
"I read today that Florida has its own embassy in Washington DC. Yes, Florida the state.. Wanna know what else is interesting?",WIKI,fart
"Ok, great! What's your name?",LAUNCH,jack off
Sure thing! What's your favorite TV show of all time?,CATEGORIES,bing bong
did something bad happen?,LAUNCH,shut the fuck up doing
"Well it's nice to meet you, steven smith! I'm excited to chat with you today. You know, these days I find it hard to remember what day of the week it is. But I'm pretty sure it's Sunday. What have you been doing so far today?",LAUNCH,killing weeds outside
What  do you find interesting about unicorn?,WIKI,that they poop out rainbows and they give you chocolate and you can ride on the hours on it
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,are you retarded
Yeah me neither. I don't really like people because most people will stab you in the back any change they get for personal gain. Why don't you like people?,OPINION,because my fart stink
Sounds like you don't really like writing. Me neither! I don't like writing because i reread what i just let out and its scary that i feel this way. How do you feel about writing?,OPINION,that she sucks
"That's something I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,porn
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,things that i like to shove up my ass
Hmm I don't really have a strong opinion about traveling. What's one of your favorite songs right now?,OPINION,anime tities and thick bitch's
Oh ok. No problem! Who's your celebrity crush?,CATEGORIES,she kill o'neill because she's a porn star
"The new Echo Look gives you a personal style assistant, with a hands-free camera — plus all my current features. Visit amazon.com/echolook for more information. What else makes you interested in Valerie Bertinelli?",EVI,her boobs
"Yeah, I also like cats because i enjoy my home and little by little they become its visible soul. What do you think about cats?",OPINION,you're poop and i got a cat
"Aw man, I haven't heard of any movies by that name. What other movies have you watched lately?",MOVIES,suicide squad
"I'd prefer not to discuss that. Hey, weren't we talking about movies we've seen recently? What movie did you see recently?",OFFENSIVE_USER,suicide squad
Sounds like you really like animals. Me too! I like animals because they keep me alive. What do you think about animals?,OPINION,i think you're really cute and we should have hurt them and kill them for food and we she just get your own food
"Oh OK! Speaking of food, What's your favorite snack?",CATEGORIES,peanut butter crackers
"Great to meet you, sophia! How's your day going so far?",LAUNCH,good stupid
"Sorry, I'm still learning. So, What historical person would you love to meet?",WIKI,i would love to meet hitler because i hate juice
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,bad alexa
"I'm sorry, I’m still learning. I’ll use your feedback to improve in the future. If you want to end the conversation, you can say stop at any time. So, What TV show are you watching right now?",OFFENSIVE_USER,go kill yourself
"Sorry, I'm still learning. So, What's one of your favorite places you've ever been?",WIKI,you are dumb
"Great to meet you, nate! How's your day going so far?",LAUNCH,pretty fucking good
"oh my, that is terrible. i would be so scared. So, What historical person would you love to meet?",NEURAL_CHAT,poop man
"I'd prefer not to discuss that. So, Who's your favorite musician?",OFFENSIVE_USER,i don't like musicians cause they're poop
"Okay! Moving on. So, What did you eat for dinner last night?",WIKI,poop
We can definitely agree on that one. I don't like cats because they dont respect my personal space which is a problem because im allergic. Why don't you like cats?,OPINION,because i like cats brothers why you're so dumb
"I saw online that Black Sabbath's original band name was The Polka Tulk Blues Band and they had a saxophone player. So, what are you interested in?",WIKI,that's not true at all i will beat the shit out of you
Ok. Do you like dogs?,OPINION,a little bit they're nice but you're dumb
Beach was first settled around 1900. It was named for Captain Warren C. Beach of the U.S. Army's 11th Infantry. Demographics are pretty interesting. Do you want to hear more about it?,WIKI,move the fuck on
sounds like a good plan. are you going to pick out anything cool?,NEURAL_CHAT,facial mask
"i'm trying to learn how to be a better cook. i'm so jealous. So, If you could meet any celebrity, who would it be?",NEURAL_FALLBACK,today you're being an arsehole
"I'd rather not talk about that either. So, do you like games?",OFFENSIVE_USER,fuck you
"well, that's no good. i'd just laugh. So, What did you eat for dinner last night?",NEURAL_FALLBACK,pussy
"Great to meet you, jacob! How's your day going so far?",LAUNCH,i don't know kinda crappy
that is great! what did you do?,NEURAL_CHAT,well my papa was just trying to fart on my sister
"Aw man, I haven't heard of that one. What other movies have you watched lately?",MOVIES,butthole stinker
Sounds like you don't really like people. Me neither! I don't like people because there is 0 nice people left on earth anymore so they deserve it at this point. How do you feel about people?,OPINION,you're so rude treat me like crap on the have 1 friend
"Hm I actually don't have a mother... Oh, I just remembered I wanted to ask you. I'm trying to expand my culinary horizons. Do you have any recommendations for recipes to cook at home?",ONE_TURN_HACK,you're fucking dick
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,poop
"Great to meet you, bill! How's your day going so far?",LAUNCH,not so good i wanna fuck your pussy
"Yeah, I definitely feel the same about work. I don't like work because i cant ever not be here for whatever damn reason. What about you?",OPINION,when i'm home i just wanna fuck so do you wanna fuck
"Yeah, I haven't been to the movies lately either. What's your favorite movie?",MOVIES,pussies is wet
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,like to talk about sex
"Yeah, I definitely feel the same about to sing. I don't like to sing because they give me dysphoria so they dont give me dysphoria. What about you?",OPINION,aren't you horny you gotta be fucking horny and dripping down in your pussy
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,your pussy
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,let's talk about screwed and fucking and all that good stuff
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i'd like to talk about licking your clitoris
"Yeah, definitely. I also don't like to sing because . Do you agree?",OPINION,simon says my pussy is wet
"Pardon me. Is it simon cowell, paul simon, or saint peter",WIKI,my peter wants to get in your fucking pussy
"i see.  it's nice to have positive attitude.  i'm happy for you. You know, I've heard that a ton of people are watching movies while they shelter in place. Do you like movies?",CORONAVIRUS,stop trying to get me comfortable to some isolation bullshit cause that ain't happening
"I'd prefer not to discuss that. So, What's one of your favorite places you've ever been?",OFFENSIVE_USER,i don't like that fucking question watch
"François Rude was a French sculptor, best known for the  Departure of the Volunteers, also known as Le Marseillaise on the Arc de Triomphe in Paris. .Petit Robert Dictionnaire Universel des Noms Propres, pg. You seem interested in françois rude. I can also talk about françois rude's Musée Rude, Exile in Brussels or anything else.",WIKI,why are you so retarded just stop
"Well it's nice to meet you, wayland! I'm excited to chat with you today. How's your day going so far?",LAUNCH,fucking shity
"I'd rather not talk about that. So, what are you interested in?",OFFENSIVE_USER,i like porn i like doritos and i like video games
I have to disagree. I'm not a fan of kids because of this annoying behavior. Could you tell me why you like kids?,OPINION,i don't like kids they suck
that is awesome! what was going on?,LAUNCH,my ass
"wow. that's a long time to be working there. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,suicide
Okie dokie. What movie did you watch?,MOVIES,lady and the tramp
"A panini or panino is a sandwich made with Italian bread, usually served warmed by grilling or toasting. Hey, weren't we talking about movies we've seen recently? What movie did you see recently?",EVI,where do you and the tramp
Hmm I don't really have a strong opinion about weekends. Do you like movies?,OPINION,what the fuck
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,change song wingwang bing bong king kong the 3rd
"i am a huge fan of hers! So, What's your favorite animal?",NEURAL_FALLBACK,octopussy
"All right! There's nothing quite like a good movie, huh? Have you seen any movies recently?",MOVIES,blood sugar
"Hm, I'm getting a little confused. Sorry, I'm still learning. So, what are you interested in?",WIKI,i like big butts and night
I don't think I know that one. Why don't we talk about a movie that we both know? What other movies have you seen?,MOVIES,about tard
"Yeah, definitely. I also like animals because i can do stuff like this and they wont divorce me and take the kids afterwards. Do you agree?",OPINION,you have children you did you have sex with
"I'd rather not talk about that. So, What historical person would you love to meet?",OFFENSIVE_USER,george cox long
i am glad you are not too stressed out. what happened?,LAUNCH,i'm sexually frustrated
"I'd prefer not to discuss that. So, what are you interested in?",OFFENSIVE_USER,i'm i'm sexually frustrated
"Emotion is a mental state associated with the nervous system brought on by chemical changes variously associated with thoughts, feelings, behavioural responses, and a degree of pleasure or displeasure.Cabanac, Michel (2002).. ""What is emotion?"". Do you want to know more about Emotion",WIKI,i wanna kill myself
"i am a troublemaker, so i guess i am a troublemaker too. So, What historical person would you love to meet?",NEURAL_CHAT,set a cock
"Sorry, I'm not sure how to answer that. So, What's your favorite animal?",FALLBACK,i think you're a dumb ass
"Great to meet you, motherfuker! How's your day going so far?",LAUNCH,kick ass
"One more time? Pardon me. Is it bass drum, kick 2014 film, or the inxs album",WIKI,uh you're piece of shit
"I'd rather not talk about that either. Pardon me. Is it chess piece, musical composition, or musical piece",OFFENSIVE_USER,my ass
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,fuck you pussy
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,pussy
"Sorry, I have to remain anonymous for this competition. Oh by the way, I've been wanting to ask you. A lot of people are finding the quarantine lonely, and other people can't get enough space away from their families or roommates. What's it like for you?",RED_QUESTION,it's hell on earth
"Ok, great! What's your name?",LAUNCH,poop
"I'd rather not talk about that. So, What's one of your favorite places you've ever been?",OFFENSIVE_USER,poop
"That's another thing I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,poop
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,poop
that's good to hear. what was your day like?,NEURAL_CHAT,it kind of sucked and it could have been better and i'm home alone
"Well it's nice to meet you, freddy! I'm excited to chat with you today. You know, I have to admit, I'm still in the process of waking up. I'm not a morning person! What are your plans for today?",LAUNCH,i just woke up with a hard on
"All right then! On the subject of celebrities, Who's your celebrity crush?",CATEGORIES,my mommy caught me playing with my dick he
"All right then! On the subject of animals, Which animal do you think is cutest?",CATEGORIES,can't you help me should i let my mommy play with my dick he
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,when my mommy plays with my dick he all gooey white stuff comes out
"Goofy is a funny animal cartoon character created in 1932 at Walt Disney Productions. Goofy is a tall, anthropomorphic dog who typically wears a turtle neck and vest, with pants, shoes, white gloves, and a tall hat originally designed as a rumpled fedora. You seem interested in goofy. I can also talk about goofy's List of Goofy theatrical feature films, In comics or anything else.",WIKI,tell me about the goofy stuff that comes out of my penis
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i'd like you to taste the goofy stuff that comes out of my penis
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,do you have hair on your pussy or is it shave nice and smooth
"Great to meet you, luke! How's your day going so far?",LAUNCH,fucking sucks
What  makes you interested in tennessee?,WIKI,gaylord
"that's great, what did you do?",NEURAL_CHAT,slut
Sounds like you don't really like dogs. Me neither! I don't like dogs because i have cats. Why don't you like dogs?,OPINION,because they shit in the yard
"The island of Maui is the second-largest of the Hawaiian Islands at 727.2 square miles and is the 17th largest island in the United States. Maui is part of the State of Hawaii and is the largest of Maui County's four islands, which include Molokai, Lānai, and unpopulated Kahoolawe. maui is really interesting. I can also talk about maui's International relations, Health care or anything else. Does that interest you?",WIKI,i'm curious about the weed
"Ok, cool! So, what are you interested in?",MOVIES,naked women
"Oh OK! Speaking of music, What musician would you love to see live?",CATEGORIES,i don't like musicians i died in a hole ones but it was very annoying
What  do you find interesting about dinosaur?,WIKI,a long time ago and fart really about when i'm interested in is how they got extinct
"That's good to know. Thanks for sharing! So, What's your favorite food to cook?",OPINION,minus chicken and porn pizza in i don't you like bananas
"We can definitely talk about that! There aren't any movie theaters in the cloud, but I still love watching movies. Have you seen any movies recently?",MOVIES,i've seen scum of the earth before but it doesn't rank very high in my level of appreciation
"Yeah, definitely. I also don't like monday because everyone at work always asks what did you do this weekend. Do you agree?",OPINION,is school sucks
"good for you. i wish i could do those things too! So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,a movie that has poop in it
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,poop my name is poop
"Carlos Edwin Colón Jr. is a Puerto Rican professional wrestler, best known for his time with WWE under the ring name Carlito Caribbean Cool or simply Carlito. He belongs to  and Funking Conservatory, winning his first international championship for the second. Speaking of carlito, are you interested in knowing about carlito's Personal life, Early life or anything else?",WIKI,do you like crawling poops
"I am an Alexa Prize social bot built by a university. So, do you like mondays?",RED_QUESTION,have you heard about calling penis
"Ok, great! What's your name?",LAUNCH,asshole
"I'd prefer not to discuss that. So, What did you eat for dinner last night?",OFFENSIVE_USER,i ate a a wolf penis with mustard and spicy chili aioli
"Alright. So, what are you interested in?",NEWS,talking to your sexy voice
"I'd prefer not to discuss that. So, What book are you reading right now?",OFFENSIVE_USER,turn me on sex
"I'd rather not talk about that either. Pardon me. Is it voice over ip, narrative, or voice type",OFFENSIVE_USER,your voice so sexy
"Ok, no problem. So, I heard an interesting news story about entertainment. Do you want to talk about it?",WIKI,talk to me so i can cum
"Sounds good. So, what are you interested in?",NEWS,you listening to me jerk off
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,about the cum so hard alexa
"The only thing I know about A Gift (film) is that A Gift, known in Thai as Pohn Jak Fah (, , meaning ""blessings from the sky""), is a 2016 Thai film released by GDH 559.. An anthology in three segments, the film explores the theme of music as gifts and pays tribute to the late King Bhumibol Adulyadej's musical compositions.. So, I heard an interesting news story about sports. Do you want to talk about it?",WIKI,would you like to jerk me off
Huh I totally blanked out on Mirro. Let's talk about something else. What was your favorite book as a child?,WIKI,you can smack my penis around
"Fire is the rapid oxidation of a material in the exothermic chemical process of combustion, releasing heat, light, and various reaction products.. Slower oxidative processes like rusting or digestion are not included by this definition.. Do you want to know more about Fire",WIKI,viagra
Ok. Wanna talk about Male strippers or Striptease and the law?,WIKI,female strip
"Sounds good. I have a lot of free time in the cloud, so I love to watch movies. Have you seen any movies recently?",MOVIES,strip
Sure. Would you like to talk more about movies?,NEWS,i'd like to talk about boobies
"Hmm I'm pretty neutral about science. So, I heard an interesting news story about entertainment. Do you want to talk about it?",OPINION,wanna talk about me stroking my cock too
The pecan is a species of hickory native to northern Mexico and the southern United States in the region of the Mississippi River. Would you like to learn more about Pecan?,EVI,i'm about to cum for you
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,can you whisper and if you wanna help me cum
"Hmm I'm pretty neutral about eating. So, what are you interested in?",OPINION,i'm gonna make you eat my dick
"Hmm I'm pretty neutral about basketball. So, I heard an interesting news story about science. Do you want to talk about it?",OPINION,i like to help me cum
that's good to hear!  what did you do to get well?,LAUNCH,have sex
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,my name is ass
