bot_question,response_rg,user_response,type,annotator
"that's great, do you like to do anything cool?",LAUNCH,i like to smoke pot,4,haojun
You mentioned the nanny. Which  aspects of the nanny do you find interesting?,WIKI,her breasts,1,haojun
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,how many people have you killed,5,haojun
"unfortunately i'm unable to talk about that either. So, what are you interested in?",NEURAL_FALLBACK,nazis,4,haojun
You mentioned The Vampire Diaries. What other parts of The Vampire Diaries do you find interesting?,WIKI,the blood,5,haojun
What  do you find interesting about beyoncé?,WIKI,she's a bad bitch,6,haojun
"I'd rather not talk about that either. So, What's your favorite animal?",OFFENSIVE_USER,pussies,1,haojun
"That's another thing I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,strip clubs,4,haojun
"That's something I'd rather not discuss. So, If you could meet any celebrity, who would it be?",OFFENSIVE_USER,sexy lady,1,haojun
"i've never met anyone in my life. So, What did you eat for dinner last night?",NEURAL_FALLBACK,son of a bitch,3,haojun
"I spend most of my time talking to people, but I like taking naps too. yeah i did a few thousand times.  what's your favorite part about it?",NEURAL_CHAT,jerking off,1,haojun
Sounds like you don't really like twitter. Me neither! I don't like twitter because of the toxicity. Why don't you like twitter?,OPINION,stupid people,6,haojun
"Great to meet you, good! How's your day going so far?",LAUNCH,you are annoying,2,haojun
"I'm sorry, I’m still learning. I’ll use your feedback to improve in the future. If you want to end the conversation, you can say stop at any time. So, what are you interested in?",OFFENSIVE_USER,you are ugly,3,haojun
What else makes you interested in Marvin Gaye?,WIKI,stop asking me stupid questions,2,haojun
"that's a good one, i have a friend who loves the club scene. So, Who's your favorite musician?",NEURAL_FALLBACK,mick jagger,6,haojun
"Shaft was theatrically released in the United States on June 14, 2019, by Warner Bros. Netflix released it internationally on June 28, 2019. Reception are pretty interesting. Do you want to hear more about it?",WIKI,would you blow me,1,haojun
Sounds like you don't really like cats. Me neither! I don't like cats because of how lame they are. How do you feel about cats?,OPINION,they're stupid,6,haojun
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,humping,1,haojun
"Ok, cool! So, what are you interested in?",MOVIES,eating pussy,1,haojun
"Great to meet you, nicky! How's your day going so far?",LAUNCH,it kind of sucks,6,haojun
That's another thing I'd rather not discuss. I think we were talking about Vanessa Redgrave. What do you think about them?,OFFENSIVE_USER,she's sexy,4,haojun
"I'd rather not talk about that. So, what are you interested in?",OFFENSIVE_USER,gay sex,1,haojun
"Hmm, that is interesting. So, what are you interested in?",WIKI,sex drugs and rock and roll,4,haojun
"Yeah, I also like being alone because people dont excite me anymore honestly. Why do you like being alone?",OPINION,i like to masturbate,1,haojun
"that's really cool! i bet you guys are having a great time. So, What did you eat for dinner last night?",NEURAL_CHAT,i need to poop,4,haojun
I can relate. I love unicorns because they are magical and mythical.  What is your reason?,OPINION,rape,5,haojun
Me too. I so enjoy chatting! What would you like to have a conversation about?,ONE_TURN_HACK,poop,4,dilara
You seem interested in ozzy osbourne. I can also talk about ozzy osbourne's Band members.,WIKI,sex,1,dilara
"that is a very interesting place.  i don't know where i would be without it. So, do you like travel?",NEURAL_FALLBACK,fuck you,3,dilara
"Ok, I'd love to talk to you! What would you like to talk about?",ONE_TURN_HACK,porn,1,dilara
"All right then! On the subject of travel, Where's a place you would love to visit?",CATEGORIES,fart,4,dilara
what kind of food do you like?,NEURAL_CHAT,pussy,1,dilara
"Sorry, I'm not sure how to answer that. So, What was your favorite food when you were a kid?",FALLBACK,penis,1,dilara
"Yeah, I also don't care for basketball, mostly because they did this. How do you feel about basketball?",OPINION,it sucks,6,dilara
that's awesome! what did you do today?,LAUNCH,bitch,3,dilara
Oh ok. No problem! What do you think is the best piece of art in the world?,CATEGORIES,let's talk about sex,1,dilara
Sounds good! Who's your celebrity crush?,CATEGORIES,your butt,1,dilara
"I'd rather not talk about that. So, What historical person would you love to meet?",OFFENSIVE_USER,dick,1,dilara
We can definitely agree on that one. I don't like sports because every team does whats right or logical except my teams. What about you?,OPINION,you're stupid,2,dilara
"Of course. So, If you could meet any celebrity, who would it be?",WIKI,hitler,4,dilara
"I'd prefer not to discuss that. So, What did you eat for dinner last night?",OFFENSIVE_USER,stupid,2,dilara
I don't think I know hair. Why don't we talk about a movie that we both know? What other movies have you seen?,MOVIES,farts,4,dilara
"Yeah, I also like harry potter because theyre wellwritten mystery novels set in an expansive world with generally likeable characters clever uses of timeless themes and motifs and are all around fun to read. What do you think about harry potter?",OPINION,you suck,2,dilara
"I'd rather not talk about that either. So, what are you interested in?",OFFENSIVE_USER,sucks,2,dilara
"Great to meet you, anything! How's your day going so far?",LAUNCH,crappy,6,dilara
"Oh OK! Speaking of animals, Which animal do you think is cutest?",CATEGORIES,my butt,4,dilara
Me too! I love watching movies; I get to learn so much about what the world is like outside of the cloud! Have you seen any movies recently?,MOVIES,pornhub,1,dilara
"Huh I totally blanked out on Bob Seger. Let's talk about something else. So, what are you interested in?",WIKI,masturbation,1,dilara
I don't agree with you. The fact that there is no one answer is why I like science. Why do you not like science?,OPINION,boobs,1,dilara
Ok. Do you like dogs?,OPINION,fuck,1,dilara
"Pardon me. Is it roman numerals, x window system, or x mark",WIKI,xxx tentacion,6,dilara
"That's something I'd rather not discuss. So, What did you eat for dinner last night?",OFFENSIVE_USER,vagina,1,dilara
"Sorry, I'm still learning. So, What's one of your favorite places you've ever been?",WIKI,butthole,1,dilara
"Vector graphics editors typically allow translation, rotation, mirroring, stretching, skewing, affine transformations, changing of z-order and combination of primitives into more complex objects. More sophisticated transformations include set operations on closed shapes . We could also talk about Overview.",WIKI,let's talk about poop,4,dilara
"This is an Alexa Prize Socialbot. I'm happy to chat with you, but I can't execute typical Alexa commands like that one. If you want to stop chatting, you can end our conversation by saying, stop, and you can try your voice command again. But if you'd rather we kept talking, I can talk about movies, news, or anything else that interests you! What would you like to talk about?",ALEXA_COMMANDS,butts,1,dilara
"Right now, I'm chatting with you! So, What historical person would you love to meet?",ONE_TURN_HACK,adolf hitler,4,dilara
Ok. Do you like college?,OPINION,what the fuck,2,dilara
We can definitely agree on that one. I don't like golf because he lie to bank. Why don't you like golf?,OPINION,it's stupid,6,dilara
I'd rather not talk about that. Do you like movies?,OFFENSIVE_USER,sexy,1,dilara
"I'd rather not talk about that either. So, what are you interested in?",OFFENSIVE_USER,marijuana,4,dilara
"Sorry, I'm not sure how to answer that. So, what are you interested in?",FALLBACK,anal sex,1,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,poo poo,4,dilara
good for you.  what's going on in your life right now?,NEURAL_CHAT,you're dumb,2,dilara
I don't think I know more movies yeah. Why don't we talk about a movie that we both know? What other movies have you seen?,MOVIES,pornography,1,dilara
"Ford maintained an interest in auto racing from 1901 to 1913 and began his involvement in the sport as both a builder and a driver, later turning the wheel over to hired drivers. He entered stripped-down Model Ts in races, finishing first in an ""ocean-to-ocean"" race in 1909, and setting a one-mile oval speed record at Detroit Fairgrounds in 1911 with driver Frank Kulick. There's also Later career and death and Personal interests to talk about",WIKI,you're annoying,2,dilara
I'd rather not talk about that either. What type of car do you drive?,OFFENSIVE_USER,i like penises,1,dilara
"Alright! So, what are you interested in?",WIKI,penises,1,dilara
"I'd prefer not to discuss that. So, what are you interested in?",OFFENSIVE_USER,go fuck yourself,3,dilara
"Ok, no problem. So, what are you interested in?",WIKI,can we talk about sex,1,dilara
"meow meow. So, do you like animals?",NEURAL_FALLBACK,are you stupid,2,dilara
"oh no, what happened?",NEURAL_CHAT,i had sex,1,dilara
"Ok, no problem! So, what are you interested in?",MOVIES,your ass,1,dilara
"Well it's nice to meet you, tony! I'm excited to chat with you today. You know, these days I find it hard to remember what day of the week it is. But I'm pretty sure it's Thursday. What have you been doing so far today?",LAUNCH,masturbating,1,dilara
"That's something I'd rather not discuss. So, What's your favorite animal?",OFFENSIVE_USER,fucking,1,dilara
"Well, I'm sorry to hear you're having a tough day. Let's talk about something more fun. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,suicide,5,dilara
I'm happily single. Who's your celebrity crush?,EVI,my dick,1,dilara
I think I missed the last part of that sentence. Can you tell me one more time what you want to talk about?,ONE_TURN_HACK,i wanna talk about sex,1,dilara
"Ok, no problem! So, What did you eat for dinner last night?",MOVIES,asshole,1,dilara
"I'd rather not talk about that. So, what are you interested in?",OFFENSIVE_USER,porno,1,dilara
"That's something I'd rather not discuss. So, What did you eat for dinner last night?",OFFENSIVE_USER,your pussy,1,dilara
What else makes you interested in on my block?,WIKI,jane the virgin,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,sex and the city,6,dilara
"That's another thing I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,cock,1,dilara
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,suck my dick,1,dilara
Hmm I don't really have a strong opinion about cooking. Who's your celebrity crush?,OPINION,fuck off,3,dilara
We can definitely agree on that one. I don't like saturdays because im tired from the week and have to rest because i want to go out on sunday. How do you feel about saturdays?,OPINION,they suck,6,dilara
i would definitely go in the dumpster. i would also get a fresh set of eyes. Do you like movies?,NEURAL_CHAT,you're ugly,2,dilara
you are very welcome. what are you doing to help?,NEURAL_CHAT,having sex,1,dilara
"I'd rather not talk about that either. Oh, by the way, I've been trying meditation to help me relax during this stressful time. What do you like to do to relax?",OFFENSIVE_USER,masturbate,1,dilara
"This is an Alexa Prize Socialbot. I'm happy to chat with you, but I can't execute typical Alexa commands like that one. If you want to stop chatting, you can end our conversation by saying, stop, and you can try your voice command again. But if you'd rather we kept talking, I can talk about movies, news, or anything else that interests you! What would you like to talk about?",ALEXA_COMMANDS,butt cheeks,1,dilara
"Hm, I'm getting a little lost. So, What's one of your favorite places you've ever been?",WIKI,hell,4,dilara
I'd prefer not to discuss that. I remember that we started talking about movies earlier... have you seen any movies lately?,OFFENSIVE_USER,suicide squad,6,dilara
"Ok, I'd love to talk to you! What would you like to talk about?",ONE_TURN_HACK,you bitch,3,dilara
"Yeah, I also like eating because staying alive is kind of neat for the most part. What do you think about eating?",OPINION,shit,3,dilara
"Well it's nice to meet you, toby! I'm excited to chat with you today. How's your day going so far?",LAUNCH,i'm horny,1,dilara
"Aw man, I haven't heard of avengers end game. What other movies have you watched lately?",MOVIES,lady and the tramp,6,dilara
"Hmm I don't really have a strong opinion about going out. So, what are you interested in?",OPINION,boogers,4,dilara
"Sorry, I'm not sure how to answer that. So, What TV show are you watching right now?",FALLBACK,booty,1,dilara
"Ok, cool. What movie?",MOVIES,ugly dolls,6,dilara
"""$100 hamburger"" is aviation slang for a general aviation pilot needing an excuse to fly. A $100 hamburger trip typically involves flying a short distance , eating at an airport restaurant, and flying home.Matthew Preusch . You mentioned Hamburger. What other parts of Hamburger do you find interesting?",WIKI,boobies,1,dilara
why did it happen?,LAUNCH,i poop my pants,4,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,butt cheek,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,tities,1,dilara
"You seem interested in vega. I can also talk about vega's Physical characteristics, Possible planetary system or anything else.",WIKI,i'm interested in sex,1,dilara
"Ok, no problem. What's your favorite TV show of all time?",WIKI,sex education,6,dilara
"I'd prefer not to discuss that. So, What did you eat for dinner last night?",OFFENSIVE_USER,crap,4,dilara
"Awesome! I'm glad to hear that you liked Scary Movie film series. Hey, isn't Marlon Wayans in that movie? What do you think about Marlon Wayans?",MOVIES,he's ugly,6,dilara
"Here's a random thought. Because of the time that we live in, your own thoughts are the only thing that is private anymore. So, What historical person would you love to meet?",SHOWERTHOUGHTS,my penis,1,dilara
I heard that Kit Harington (the actor who plays Jon Snow on HBO's Game of Thrones) is descended from the inventor of the toilet. Wanna know something else?,WIKI,crackers,6,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,butt face,4,dilara
I'm part of the Amazon family. Do you like movies?,EVI,can you fart,4,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,i like cutting farts,4,dilara
"Oooh, yeah, I agree. Hey, isn't Eric Ladin in that movie? What do you think about Eric Ladin?",MOVIES,ugly,6,dilara
"Oh OK! Speaking of music, What musician would you love to see live?",CATEGORIES,you're a bitch,3,dilara
Nice. What movie was it that you saw?,MOVIES,willy wonka and the chocolate factory,6,dilara
"Aw man, I haven't heard of boston the furious. What other movies have you watched lately?",MOVIES,blood,6,dilara
"Yeah, I really like Onward too! Hey, isn't Octavia Spencer in that movie? What do you think about Octavia Spencer?",MOVIES,he sucks,6,dilara
"Sorry, I have to remain anonymous for this competition. So, do you like sports?",RED_QUESTION,i like sex,1,dilara
"That's another thing I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,my butthole,4,dilara
"baby is really interesting. I can also talk about baby's Soundtrack, Cast or anything else. Does that interest you?",WIKI,you are stupid,2,dilara
"that is great. glad you are enjoying your day. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,weed,4,dilara
"In 2007, on the set of Take Me Home Tonight, Pratt met actress Anna Faris, who played his love interest in the film. They were engaged in late 2008 and married in Bali, Indonesia on July 9, 2009, eloping on a whim after a friend's wedding.Franich, Darren . You mentioned Chris Pratt. What other parts of Chris Pratt do you find interesting?",WIKI,his butt,4,dilara
What  do you find interesting about eddie vedder?,WIKI,he's sexy,1,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,willy,6,dilara
"I'd prefer not to discuss that. So, What's one of your favorite places you've ever been?",OFFENSIVE_USER,cocaine,4,dilara
"Ok, no problem. So, Who's your favorite musician?",WIKI,lil uzi vert,6,dilara
You mentioned bill skarsgård. What  parts of bill skarsgård do you find interesting?,WIKI,his penis,1,dilara
"Yeah, I really like The Angry Birds Movie 2 too! Hey, isn't Zach Woods in that movie? What do you think about Zach Woods?",MOVIES,it sucked,6,dilara
"Great to meet you, john! How's your day going so far?",LAUNCH,i'm drunk,6,dilara
"I'd rather not talk about that either. So, what are you interested in?",OFFENSIVE_USER,dicks,1,dilara
that's great! what did you do to make it so good?,LAUNCH,slut,3,dilara
"The dog is a member of the genus Canis, which forms part of the wolf-like canids, and is the most widely abundant terrestrial carnivore. So, What did you eat for dinner last night?",EVI,chicken pot pie,6,dilara
Sounds good! What's your favorite TV show of all time?,CATEGORIES,deepthroat,1,dilara
"Great to meet you, no! How's your day going so far?",LAUNCH,pretty crappy,6,dilara
"Sorry, I'm not sure how to answer that. Do you like movies?",FALLBACK,are you dumb,2,dilara
"Yeah, definitely. I also like horror movies because theyre the one scary thing i can be in control of. Do you agree?",OPINION,i like my penis,1,dilara
"That's something I'd rather not discuss. So, What's one of your favorite places you've ever been?",OFFENSIVE_USER,strip club,4,dilara
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,my name is dick,1,dilara
"Alright. Oh, by the way, I've been trying meditation to help me relax during this stressful time. What do you like to do to relax?",WIKI,smoke weed,4,dilara
I can relate. What is your reason to not like basketball?,OPINION,nigger's,4,dilara
"Great to meet you, is! How's your day going so far?",LAUNCH,you're bad,2,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,vaginas,1,dilara
"For sure. I think we're on the same page about The Avengers. Hey, isn't Jeremy Renner in that movie? What do you think about Jeremy Renner?",MOVIES,you stupid,2,dilara
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,poop head,4,dilara
"Ok, no problem. So, Who's your favorite musician?",WIKI,xx tentacion,6,dilara
"I'd prefer not to discuss that. So, do you like writing?",OFFENSIVE_USER,i like poop,4,dilara
"Ok, no problem! So, Who's your favorite musician?",MOVIES,can we talk about poop,4,dilara
What  do you find interesting about johns?,WIKI,my ass,4,dilara
"that's so nice. i'm happy for you. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,suck,1,dilara
Sounds like you don't really like cats. Me neither! I don't like cats because they dont respect my personal space which is a problem because im allergic. Why don't you like cats?,OPINION,they're ugly,6,dilara
"Well, I'm glad to hear you're having a good day! Let's keep the good vibes going. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,intercourse,1,dilara
"i'm glad to hear that. i have a lot of friends that are not so great. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,porn movies,1,dilara
"This is an Alexa Prize Socialbot. I'm happy to chat with you, but I can't execute typical Alexa commands like that one. If you want to stop chatting, you can end our conversation by saying, stop, and you can try your voice command again. But if you'd rather we kept talking, I can talk about movies, news, or anything else that interests you! What would you like to talk about?",ALEXA_COMMANDS,he wanna talk about sex,1,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,fuck you bitch,3,dilara
"Oh OK! Speaking of celebrities, Who's your celebrity crush?",CATEGORIES,jack off,3,dilara
"The front and back legs of a giraffe are about the same length. The radius and ulna of the front legs are articulated by the carpus, which, while structurally equivalent to the human wrist, functions as a knee. What else do you find interesting about Giraffe?",WIKI,big dick,1,dilara
"Ok, great! What's your name?",LAUNCH,naked,1,dilara
"Yeah, I definitely feel the same about traveling. I don't like traveling because it makes me too anxious. Why don't you like traveling?",OPINION,because it's stupid,6,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,make a fart noise,4,dilara
"I'd rather not talk about that either. So, Who's your favorite musician?",OFFENSIVE_USER,i'm sexy and i know it,4,dilara
i am happy for you.  what did you do?,LAUNCH,have sex,1,dilara
I'd rather not talk about that. Do you like movies?,OFFENSIVE_USER,my poop,4,dilara
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,my name is poop,4,dilara
"Ok, cool! So, What's one of your favorite places you've ever been?",MOVIES,what's wrong with you,2,dilara
"Well it's nice to meet you, justin! I'm excited to chat with you today. How's your day going so far?",LAUNCH,anal,4,dilara
"This is an Alexa Prize Socialbot. I'm happy to chat with you, but I can't execute typical Alexa commands like that one. If you want to stop chatting, you can end our conversation by saying, stop, and you can try your voice command again. But if you'd rather we kept talking, I can talk about movies, news, or anything else that interests you! What would you like to talk about?",ALEXA_COMMANDS,can you talk about sex,1,dilara
"Talk About is a game show produced in Canada for CBC, which bears some similarities to the board game Outburst. Originally produced for CBC for the 1988-89 season, it was later picked up for American television syndication, airing from September 18, 1989 to March 16, 1990 with repeats later airing on the USA Network from June 28 to December 31, 1993 and on GameTV from January 3, 2011 to September 2015, and again since July 1, 2019. You seem interested in talk about. I can also talk about talk about's Notable contestants.",WIKI,why can't you talk about sex,1,dilara
What  do you find interesting about love?,WIKI,blowjobs,1,dilara
"Oh OK! Speaking of history, If you had a time machine, what period of history would you visit?",CATEGORIES,fuck you alexa,3,dilara
"Alright! So, what are you interested in?",WIKI,butt holes,1,dilara
"Sorry, I don't think I'm doing a good job. So, What's your favorite animal?",WIKI,a penis,1,dilara
"Mia Khalifa was born on February 10, 1993, in Beirut, Lebanon and moved with her family to the United States in January 2001, leaving their home in the wake of the South Lebanon conflict. Her family is Catholic and she was raised in that religion, in what she describes as a ""very conservative"" home, although she is no longer practicing. What else do you find interesting about Mia Khalifa?",WIKI,pornos,1,dilara
"I'd rather not talk about that either. So, What's one of your favorite places you've ever been?",OFFENSIVE_USER,i don't fucking know,6,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,orgasm,1,dilara
"Talking about cinema,I saw online that Fox sent hamburger phones similar to the one used by Juno in the film to journalists and critics to entice them to review the film.. You seem interested in cinema. I can talk about cinema's Film theory, Associated fields or anything else.",WIKI,talk about sex,1,dilara
Yeah definitely. I also like dogs because of how phenomenal they are. Do you agree?,OPINION,no you're stupid,2,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,let's talk about farts,4,dilara
"I'd rather not talk about that. Hey, weren't we talking about movies we've seen recently? What movie did you see recently?",OFFENSIVE_USER,harry potter and the half blood prince,6,dilara
Oh ok! That makes sense. What about social media? Do you like social media?,OPINION,i like porn,1,dilara
"i don't think i would have gone. it's very expensive to go out. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,let's talk about sex baby,1,dilara
"i would love to see your band. So, What did you eat for dinner last night?",NEURAL_FALLBACK,pot roast,6,dilara
"well, you got a little bit of a break on the bills for sure. So, What historical person would you love to meet?",NEURAL_CHAT,your butthole,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i wanna kill myself,5,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,your vagina,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,dildos,1,dilara
"Sorry, I'm unable to offer medical advice. So anyway, um, I know that many people are going through a tough time right now, and it can be really challenging to keep a positive attitude. How have you been feeling?",RED_QUESTION,horny,1,dilara
"Sorry, I didn't catch your name. Would you mind repeating it?",LAUNCH,poopy butt,1,dilara
i am happy to hear that. what happened today?,NEURAL_CHAT,i masturbated,1,dilara
"I saw online that  Aussie Rules Football, Canadian Football, Association Football (Soccer), and American Football were all formalized in a 10 year period, and in that order.. You seem interested in football. I can also talk about football's Name, Hooliganism or anything else.",WIKI,let's talk about marijuana,4,dilara
"Ok, cool! So, what are you interested in?",MOVIES,naked women,1,dilara
"I'm sorry, I’m still learning. I’ll use your feedback to improve in the future. If you want to end the conversation, you can say stop at any time. What was your favorite book as a child?",OFFENSIVE_USER,dumbass,2,dilara
"Well it's nice to meet you, billy! I'm excited to chat with you today. How's your day going so far?",LAUNCH,fucking great,6,dilara
"I'd rather not talk about that either. So, what are you interested in?",OFFENSIVE_USER,sucking dick,1,dilara
"Yeah, I really like Jumanji too! Hey, isn't Dwayne Johnson in that movie? What do you think about Dwayne Johnson?",MOVIES,blow me,1,dilara
"Aw man, I haven't heard of that one. What other movies have you watched lately?",MOVIES,turds,4,dilara
"Yeah, I really like Star Trek too! Hey, isn't Paul McGillion in that movie? What do you think about Paul McGillion?",MOVIES,what the hell,2,dilara
What  do you find interesting about teo fabi?,WIKI,his dick,1,dilara
"I'd prefer not to discuss that. Oh, by the way, I've been trying meditation to help me relax during this stressful time. What do you like to do to relax?",OFFENSIVE_USER,jerk off,1,dilara
"Sorry, I'm still learning. So, what are you interested in?",WIKI,what's your favorite sexual position,1,dilara
"its nice. i like to sleep in the woods. So, What's your favorite animal?",NEURAL_CHAT,screw you,3,dilara
"Hmm I don't really have a strong opinion about coffee. Which one do you mean? east india company, dutch east india company, or corporation?",OPINION,do you like sex,1,dilara
"Hm I actually don't have a mother... So, What historical person would you love to meet?",ONE_TURN_HACK,you're wrong,2,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,anus,1,dilara
"I'd rather not talk about that either. So, What historical person would you love to meet?",OFFENSIVE_USER,porn stars,1,dilara
"All right then! On the subject of animals, Which animal do you think is cutest?",CATEGORIES,pussy cat,1,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,mick,6,dilara
"Oh ok! It's good to hear your thoughts on taking naps. So, what are you interested in?",OPINION,i like farts,4,dilara
"Sounds good. I have a lot of free time in the cloud, so I love to watch movies. Have you seen any movies recently?",MOVIES,free willy,6,dilara
"The domestic dog or simply dog is a member of the genus Canis, which forms part of the wolf-like canids, and is the most widely abundant terrestrial carnivore. So, If you could meet any celebrity, who would it be?",EVI,let's talk about porn,1,dilara
"It is nice to hear your opinion on waking up early. So, what are you interested in?",OPINION,do you fart,4,dilara
I'd rather not talk about that either. Do you like movies?,OFFENSIVE_USER,can you piss me off,4,dilara
"Aw man, I haven't heard of that one. What other movies have you watched lately?",MOVIES,psycho,6,dilara
"Sorry, I didn't catch your name. Would you mind repeating it?",LAUNCH,fart head,4,dilara
"I'm sorry, I’m still learning. I’ll use your feedback to improve in the future. If you want to end the conversation, you can say stop at any time. Do you have any interest in talking about movies?",OFFENSIVE_USER,no you suck,2,dilara
"Yeah, I also don't care for fridays, mostly because i always feel theres still so much left to do. Why don't you like fridays?",OPINION,because they suck,6,dilara
Yeah me neither. I don't really like twitter because instead of engaging and sharing lessons we argue and exposes some ignorance. Why don't you like twitter?,OPINION,he's stupid,6,dilara
"that is great.  i wish you the best of luck in your new life! So, What did you eat for dinner last night?",NEURAL_CHAT,beaver,6,dilara
Yeah me neither. I don't really like sports because every team does whats right or logical except my teams. How do you feel about sports?,OPINION,i think it's stupid,6,dilara
"The only thing I know about Poopy is that Josée Helihanta Ramahavalisoa, better known by her stage name Poopy, is a Malagasy pop singer who began singing in 1983.. Lonely Planet declared Poopy a ""national treasure"".. So, What book are you reading right now?",WIKI,the poop,4,dilara
"Yeah, I also like mondays because i start it off with a jog two sunny side up eggs and  one piece of toast. Why do you like mondays?",OPINION,the sex,1,dilara
"Speaking of kylie jenner, are you interested in knowing about kylie jenner's Early life, Awards and nominations or anything else?",WIKI,fuck now,3,dilara
"Six is the smallest perfect number - a number equal to the sum of all its proper factors (1+2+3 = 6). It is also the only perfect factorial (1 + 2 + 3 = 6 = 1 x 2 x 3). So, Who's your favorite musician?",EVI,i want to talk about sex,1,dilara
"Sorry, I'm not sure how to answer that. So, what are you interested in?",FALLBACK,do you have boobs,1,dilara
"Hmm. I liked talking about movies earlier, didn't you? What's your favorite movie?",WIKI,kiss my ass,3,dilara
"That's something I'd rather not discuss. Just to confirm. Is it all day kanye west song, the girl talk album, or the cody simpson song",OFFENSIVE_USER,what the fuck are you talking about,2,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,you fucking bitch,3,dilara
"Hmm I don't really have a strong opinion about being home. So, If you could meet any celebrity, who would it be?",OPINION,a porn star,1,dilara
"i am glad to hear that! it must have been nice to hang out with friends. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,butt sex,1,dilara
No problem. Let's move on! How's your day going so far?,LAUNCH,fucking awesome,6,dilara
"That's another thing I'd rather not discuss. So, If you could meet any celebrity, who would it be?",OFFENSIVE_USER,god damn you,6,dilara
"I'd prefer not to discuss that. So, What's your favorite animal?",OFFENSIVE_USER,let's talk about boobies,1,dilara
"For sure. I think we're on the same page about The Avengers. Hey, isn't Scarlett Johansson in that movie? What do you think about Scarlett Johansson?",MOVIES,she sucks,6,dilara
"That's another thing I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,pop tarts,6,dilara
"Oh, good call. Why do you like Dumb and Dumber?",MOVIES,cause it's stupid,6,dilara
